3:35	1*5
5:05	1*5
6:35	1*5
8:05	2*5
9:35	2*5
10:45	2*10
11:55	2*10
13:05	2*10
14:15	3*10
15:25	3*10
16:35	3*10
17:45	3*10
18:55	3*10
20:05	2*15
21:05	2*15
22:05	3*15
23:05	3*15
24:05	3*15
25:05	3*15
26:05	4*15
27:05	4*15
28:05	4*15
29:05	4*15
30:05	4*15
31:05	4*15
32:05	4*15
33:05	4*15
34:05	4*15
35:05	4*15
36:05	4*15
37:05	4*15
38:05	4*15
39:05	4*15
40:05	4*15
41:05	4*15
42:05	4*15
43:05	4*15
44:05	4*15
45:05	4*15
46:05	4*15
47:05	4*15
48:05	4*15
49:05	4*15
50:05	4*15
51:05	4*15
52:05	4*15
53:05	4*15
54:05	4*15
55:05	4*15
56:05	4*15
57:05	4*15
58:05	4*15
59:05	4*15
60:05	4*15
61:05	4*15
