02:28	1
03:58	1
05:28	1
06:58	1
08:28	1
09:58	1
11:28	1
12:58	2
14:08	2
15:18	2
16:28	2
17:38	2
18:48	2
19:38	2
20:28	2
21:18	2
22:08	2
22:58	2
23:48	2
24:38	2
25:28	2
26:18	2
27:08	2
27:58	2
28:48	2
29:38	2
30:28	2
31:18	2
32:08	2
32:58	2
33:48	2
34:38	2
35:28	2
36:18	2
37:08	2
37:58	2
38:48	2
39:38	2
40:28	2
41:18	2
42:08	2
42:58	2
43:48	2
44:38	2
45:28	2
46:18	2
47:08	2
47:58	2
48:48	2
49:38	2
50:28	2
51:18	2
52:08	2
52:58	2
53:48	2
54:38	2
55:28	2
56:18	2
57:08	2
57:58	2
58:48	2
59:38	2
60:00	2
