03:28	1
04:58	1
06:28	1
07:58	1
09:28	1
10:28	1
11:28	1
12:28	2
13:28	2
14:28	2
15:28	2
16:28	2
17:28	2
18:28	4
19:28	4
20:28	4
21:18	4
22:08	4
22:58	4
23:48	5
24:38	5
25:28	5
26:18	5
27:08	5
27:58	5
28:48	5
29:38	5
30:28	5
31:18	5
32:08	5
32:58	5
33:48	5
34:38	5
35:28	5
36:18	5
37:08	5
37:58	5
38:48	5
39:38	5
40:28	5
41:18	5
42:08	5
42:58	5
43:48	5
44:38	5
45:28	5
46:18	5
47:08	5
47:58	5
48:48	5
49:38	5
50:28	5
51:18	5
52:08	5
52:58	5
53:48	5
54:38	5
55:28	5
56:18	5
57:08	5
57:58	5
58:48	5
59:38	5
60:28	5
